product_id,product_code,original_name,display_name,brand,display_category,display_subcategory,source_family,source_subfamily,price,currency,package_amount,package_unit,canonical_type,recipe_eligible,intelligence_type,featured,curation_version,review_status,override_decision,override_product_type,raw_weight,raw_weight_source,raw_weight_class,verified_weight_unit,verified_weight_basis,weight_kind,labelled_name_amount,labelled_name_unit,image_path,image_status,barcode_count,classification_notes,weight_quality_notes
054a53e0-92e9-444e-939f-540beef1b2c2,CB100_6194003643457,CAFE BONDIN 100GR,Cafe Bondin 100gr,,drinks,Coffee and tea,PATISSERIE,Café,11.800,TND,100,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,100,g,,none,1,catalogue-only drink: CanonicalType left null on purpose (not non_food),"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 100 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
3d7f143a-8551-41c2-9421-2396ae0a06b7,4009041102663CB,CHICORE BRAVA 100G,Chicore Brava 100 g,,drinks,Coffee and tea,PATISSERIE,Café,9.600,TND,100,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,100,g,,none,1,catalogue-only drink: CanonicalType left null on purpose (not non_food),"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 100 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
786ee07c-de60-49ef-b2c7-e37ffcda27e9,6194043001255CB,LAIT DELICE UHT ENTIER 1 L,Lait Délice UHT entier 1 L,DELICE,food,Milk,LAÏTERIE,Lait,2.700,TND,1000,ml,milk,true,recipe,true,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,ml,,none,1,recipe type milk = dairy milk; plant drinks must not inherit this type; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: milk,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is volume (ml); litres are not kilograms; name parser inferred 1000 ml from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
4636e246-ad49-479b-b434-632a80bf3558,6191519300010CB,BOITE DE 06 OEUFS JAUNE ORANGE EL MAZRAA,Œufs El Mazraa — boîte de 6,,food,Eggs,,,1.980,TND,6,piece,egg,true,recipe,true,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,6,piece,,none,1,recipe type egg = hen-egg packs; pack size is not interchangeable (6 vs 30); recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: egg,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is a countable pack, not a mass; name parser inferred 6 piece from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
b5d54caf-5fa9-4af1-a99a-cb6579110cd5,9240223489010CB,RIZ RAI 1KG,Riz 1 kg,,food,Rice and grains,,,5.400,TND,1000,g,rice,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: rice,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 1000 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
210d449d-d2ca-4339-bbbc-1f462b136278,6194043001095CB,BEURRE DELICE 100 GR,Beurre Délice 100 g,DELICE,food,Dairy,PATISSERIE,Beurre,3.700,TND,100,g,butter,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,100,g,,none,1,recipe type butter = dairy butter; distinct from peanut_butter; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: butter,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 100 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
c49df50e-1745-4ede-b4d6-c48852905fbb,6210242423169CB,POIS CHICHES CUITS DURRA 400 GR,Pois chiches cuits Durra 400 g,,food,Canned pulses,,,4.200,TND,400,g,chickpeas,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,400,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: chickpeas,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 400 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
4fe81182-3390-4a44-a386-264668df8c68,6191513503141CB,RAPE FROMY MOZZARELLA 110 GR,Mozzarella râpée Fromy 110 g,FROMY,food,Cheese,,RAPE,2.800,TND,110,g,mozzarella,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,110,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: cheese|mozzarella,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 110 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
9dddf6b3-c292-41cb-947a-2b4caffe5204,6191513503042CB,RAPE FROMY CHEDDAR 120 G,Cheddar râpé Fromy 120 g,FROMY,food,Cheese,,,2.700,TND,120,g,cheese,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,120,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: cheese,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 120 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
dc50eef5-611c-4f0a-a2fc-4ef74be6da3d,8003518105610CB,PARMIGIANO REGGIANO 100G,Parmigiano Reggiano 100 g,,food,Cheese,,,11.000,TND,100,g,parmesan,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,100,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: cheese|parmesan,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 100 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
00e000f3-0621-469c-bde0-addf3c6f3676,6192466700823CB,FARET PATE 100G,Faret Pate 100 g,,food,Baking,PATISSERIE,Passion Pâtisserie,4.600,TND,100,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,100,g,,none,1,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 100 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
09603f7c-23c4-414d-9649-0fa32dec173d,6191454600725CB,BIG FLIGHT 50GR,Big Flight 50 gr,,food,Biscuits,GOÜTERS,Biscuits,0.900,TND,50,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,50,g,,none,1,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 50 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
250ee63e-e059-4868-b1a4-ca1f393af612,6194043001286CB,LAIT DELISSO 1 L,Lait Delisso 1 l,DELICE,food,Milk,LAÏTERIE,Lait,2.350,TND,1000,ml,milk,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,ml,,none,1,recipe type milk = dairy milk; plant drinks must not inherit this type; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: milk,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is volume (ml); litres are not kilograms; name parser inferred 1000 ml from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
6f3e3f00-9197-418c-afc4-18f539868e01,FD1KG,FARINE DIARI 1 KG,Farine Diari 1 kg,DIARI,food,Baking,PÄTES,Pâtes Alimentaires,0.850,TND,1000,g,flour,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: flour,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 1000 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
7e7a6291-f15f-4c50-bcfe-5acd0faeddd9,FEL3,FELL N°3 500GR,Fell N°3 500 gr,,food,Pasta,PÄTES,Pâtes Alimentaires,0.410,TND,500,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,500,g,,none,5,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 500 g from the label (confidence medium); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
7f803e48-6e9b-411c-8d34-1dd659976186,6191331600015CB,MAIS ZYAN 184GR,Mais Zyan 184 gr,,food,Canned vegetables,CONSERVES,Légumes,2.900,TND,184,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,184,g,,none,1,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 184 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
dbdd6645-7af3-4e39-8648-091a0b95dcbf,6191462000548CB,SAUCE MAYO 370 ML,Sauce Mayo 370 ml,,food,Cooking sauces,CONSERVES,Sauce,3.650,TND,370,ml,mayonnaise,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,370,ml,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: mayonnaise,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is volume (ml); litres are not kilograms; name parser inferred 370 ml from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
9d3d92db-b588-422c-967c-227e1a5bcef6,CH13,CHOCOLINE 13G,Chocoline 13 g,SAID,food,Baking,PATISSERIE,Passion Pâtisserie,0.450,TND,13,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,13,g,,none,1,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 13 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
fb82de1c-d9fd-45f8-9a9c-e74f06072966,8412600028599CB,TAKIS FUEGO 90G,Takis Fuego 90 g,,food,Chips,GOÜTERS,Cakes,7.580,TND,90,g,,false,none,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,90,g,,none,1,catalogue-only food: no CanonicalType; not recipe evidence,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 90 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
54cf8f99-5415-4414-a60a-0afcdeb73e85,6191315800318CB,THON MARISSA 130GR,Thon Marissa 130gr,,food,Canned fish,CONSERVES,Thon,2.500,TND,130,g,canned_tuna,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,130,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: canned_tuna,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 130 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
049b4b34-9b24-47db-a176-3f17043ff1dd,SP2,SPAGHETTI N°2 500GR,Spaghetti N°2 500 gr,,food,Pasta,PÄTES,Pâtes Alimentaires,0.410,TND,500,g,pasta,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,500,g,,none,6,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: pasta,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 500 g from the label (confidence medium); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
7af41bd0-5e53-4208-9987-876c0fde6e31,6191570400261CB,THON CHEF 140GR HV,Thon Chef 140gr Hv,,food,Canned fish,CONSERVES,Thon,3.300,TND,140,g,canned_tuna,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,140,g,,none,2,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: canned_tuna,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 140 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
fb01380e-5817-45f9-a044-e8c404d0c956,6191401400019CB,FARINE GHZELA 1KG,Farine Ghzela 1 kg,,food,Baking,PÄTES,Pâtes Alimentaires,0.850,TND,1000,g,flour,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: flour,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 1000 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
f5e16af8-56d7-4872-8f69-6a5054d83515,6194043001026CB,BEURRE DELICE 200 GR,Beurre Delice 200 Gr,DELICE,food,Dairy,PATISSERIE,Beurre,7.300,TND,200,g,butter,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,200,g,,none,1,recipe type butter = dairy butter; distinct from peanut_butter; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: butter,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 200 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
8befc684-ca36-432f-b28f-58e0046fd846,6194043403622CB,PENNE BIO WARDA 500 GR,Penne Bio Warda 500 Gr,WARDA,food,Pasta,PÄTES,Pâtes Spéciales,2.750,TND,500,g,pasta,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,500,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: pasta,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 500 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
4f5f8e1a-aad0-4ca4-8947-2b4a87d41e44,6191334900280CB,SUCRE GLACE ARINESS 5KG,Sucre Glace Ariness 5 kg,,food,Baking,PATISSERIE,Passion Pâtisserie,20.000,TND,5000,g,sugar,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,5000,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: sugar,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 5000 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
6e11bb8b-501e-4f95-9074-f9632e1dac8c,6194000803304CB,MAYONNAISE 480ML JADIDA,Mayonnaise 480 ml Jadida,JADIDA,food,Cooking sauces,PATISSERIE,Passion Pâtisserie,6.600,TND,480,ml,mayonnaise,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,480,ml,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: mayonnaise,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is volume (ml); litres are not kilograms; name parser inferred 480 ml from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
2370d1f4-9691-49e4-9fb8-056a6d81c4f6,6191322400549CB,BEURRE DE CACAHUETE 360G,Beurre De Cacahuete 360 g,,food,Spreads,PATISSERIE,Beurre,10.900,TND,360,g,peanut_butter,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,360,g,,none,2,recipe type peanut_butter; not a shopping substitute for butter; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: peanut_butter,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 360 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
28582594-5118-430b-9f5c-4712044c152f,6191597900119CB,BOITE DE 30 OEUFS  EL FIRMA,Boite De 30 Oeufs El Firma,,food,Eggs,VOLAILLE,Oeufs,10.780,TND,30,piece,egg,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,30,piece,,none,1,recipe type egg = hen-egg packs; pack size is not interchangeable (6 vs 30); recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: egg,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is a countable pack, not a mass; name parser inferred 30 piece from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
45b36786-83e8-4198-8c7d-1b6ffac1cc40,PPFN400,PETIT POIS FIN NAVARRA 400G,Petit Pois Fin Navarra 400 g,FARAH,food,Canned vegetables,CONSERVES,Légumes,5.500,TND,400,g,peas,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,400,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: peas,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 400 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
faa23976-85f6-48b5-9d3c-3b8f9ae56197,6191597700023CB,SUCRE EN MORCEAUX NAHLA 1KG,Sucre En Morceaux Nahla 1 kg,,food,Baking,PATISSERIE,Passion Pâtisserie,4.300,TND,1000,g,sugar,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,1000,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: sugar,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 1000 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
0cadc996-0a28-4cc1-ab43-82acd692f7cc,6191402903304CB,BEURRE CACAHUETE VANOISE 330G,Beurre Cacahuete Vanoise 330 g,,food,Spreads,PATISSERIE,Beurre,11.400,TND,330,g,peanut_butter,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,330,g,,none,1,recipe type peanut_butter; not a shopping substitute for butter; recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: peanut_butter,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 330 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
ae63f17c-f01d-454f-84a8-59bebc68b625,6194000240154CB,BOITE DE TOMATE TUCAL DE 400 GR,Boite De Tomate Tucal De 400 Gr,TUCAL,food,Tomato products,CONSERVES,Tomate,2.750,TND,400,g,tomato,true,recipe,false,3,automatic_metadata,,,0,authorised_source.Poids,zero,UNKNOWN,UNKNOWN,unknown,400,g,,none,1,recipe-eligible canonical type: suitable for explicit generic shopping types only after user selection; search aliases: tomato,"source weight is zero; do not treat as a real packed mass; curated PackageAmount is labelled net contents in grams for recipes; not proven gross packaged weight; name parser inferred 400 g from the label (confidence high); inferred, not verified; SB_Products.Quantity is imported stock quantity (Qte), not packaged weight"
